val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000020,3.681716,1.000000,
0.425659,0.460947,0.443303,3.015302,0.460947,0.000018,3.012864,2.000000,
0.366730,0.119992,0.243361,2.807002,0.460947,0.000016,3.389627,3.000000,
0.476873,0.636503,0.556688,2.611681,0.636503,0.000015,2.594756,4.000000,
0.491964,0.608752,0.550358,2.439393,0.636503,0.000013,3.573202,5.000000,
0.461067,0.497540,0.479304,2.267882,0.636503,0.000011,2.833831,6.000000,
0.492422,0.591781,0.542102,2.031709,0.636503,0.000009,1.662542,7.000000,
0.468544,0.601706,0.535125,2.001356,0.636503,0.000007,0.999676,8.000000,
0.470775,0.635311,0.553043,1.911066,0.636503,0.000005,2.175800,9.000000,
0.498681,0.681418,0.590049,1.790327,0.681418,0.000004,1.825125,10.000000,
0.529323,0.713330,0.621326,1.684373,0.713330,0.000002,1.790081,11.000000,
0.544047,0.728363,0.636205,1.628278,0.728363,0.000000,1.252459,12.000000,
