val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.776753,0.766593,0.771673,2.712532,0.766593,0.000020,7.695721,9.000000,
0.853873,0.854418,0.854145,1.046648,0.854418,0.000018,1.362459,18.000000,
0.857655,0.857422,0.857538,0.856092,0.857422,0.000016,0.948155,27.000000,
0.873328,0.872646,0.872987,0.590564,0.872646,0.000014,0.757687,36.000000,
0.878322,0.877252,0.877787,0.670068,0.877252,0.000012,0.469313,45.000000,
0.878613,0.876923,0.877768,0.536329,0.877252,0.000010,0.503909,54.000000,
0.883206,0.881385,0.882296,0.528526,0.881385,0.000008,0.483265,63.000000,
0.884368,0.882389,0.883378,0.543309,0.882389,0.000006,0.274562,72.000000,
0.886152,0.884172,0.885162,0.520342,0.884172,0.000003,0.268454,81.000000,
0.885507,0.884176,0.884842,0.543635,0.884176,0.000001,0.323532,90.000000,
0.885325,0.884092,0.884709,0.548698,0.884176,0.000000,0.326283,96.000000,
