val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.500000,0.661123,0.500000,0.000020,0.711874,1.000000,
0.485507,0.749781,0.500000,0.000018,0.735341,2.000000,
0.463768,0.815299,0.500000,0.000016,0.680877,3.000000,
0.521739,0.720995,0.521739,0.000015,0.700791,4.000000,
0.557971,0.626100,0.557971,0.000013,0.581409,5.000000,
0.557971,0.624404,0.557971,0.000011,0.588396,6.000000,
0.550725,0.638775,0.557971,0.000009,0.635190,7.000000,
0.557971,0.661887,0.557971,0.000007,0.599213,8.000000,
0.565217,0.698003,0.565217,0.000005,0.441228,9.000000,
0.565217,0.709116,0.565217,0.000004,0.549861,10.000000,
0.557971,0.705250,0.565217,0.000002,0.475463,11.000000,
0.565217,0.700486,0.565217,0.000000,0.502501,12.000000,
