val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.004004,0.667101,0.004004,0.000020,0.604548,1.000000,
0.004004,0.680387,0.004004,0.000018,0.587820,2.000000,
-0.041514,0.692669,0.004004,0.000016,0.483692,3.000000,
-0.041514,0.700583,0.004004,0.000015,0.438242,4.000000,
-0.041514,0.701738,0.004004,0.000013,0.507398,5.000000,
-0.041514,0.703483,0.004004,0.000011,0.413187,6.000000,
-0.041514,0.703241,0.004004,0.000009,0.672996,7.000000,
-0.041514,0.705493,0.004004,0.000007,0.229080,8.000000,
-0.041514,0.706123,0.004004,0.000005,0.515559,9.000000,
-0.041514,0.705886,0.004004,0.000004,0.496904,10.000000,
-0.050893,0.706840,0.004004,0.000002,0.351526,11.000000,
-0.050893,0.706840,0.004004,0.000000,0.696124,12.000000,
