val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.050398,0.781436,-0.050398,0.000020,0.763008,1.000000,
0.000000,0.977357,0.000000,0.000018,0.927644,2.000000,
0.000000,1.216732,0.000000,0.000016,0.586930,3.000000,
0.000000,1.229921,0.000000,0.000015,1.531762,4.000000,
0.000000,1.132885,0.000000,0.000013,0.382487,5.000000,
0.000000,0.973145,0.000000,0.000011,0.893473,6.000000,
0.000000,0.827855,0.000000,0.000009,0.489680,7.000000,
0.000000,0.722432,0.000000,0.000007,0.817989,8.000000,
0.065575,0.662517,0.065575,0.000005,0.414591,9.000000,
0.131529,0.639064,0.131529,0.000004,0.414712,10.000000,
0.147197,0.631030,0.147197,0.000002,0.447153,11.000000,
0.147197,0.629613,0.147197,0.000000,0.219063,12.000000,
