val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.029326,0.684551,-0.029326,0.000020,0.658913,9.000000,
0.000000,0.673653,0.000000,0.000018,0.632579,18.000000,
0.000000,0.676803,0.000000,0.000016,0.634294,27.000000,
0.000000,0.708256,0.000000,0.000014,0.605419,36.000000,
0.000000,0.677399,0.000000,0.000012,0.582378,45.000000,
0.195387,0.664061,0.195387,0.000010,0.626736,54.000000,
0.218016,0.642914,0.218016,0.000008,0.609103,63.000000,
0.253383,0.637131,0.253383,0.000006,0.513022,72.000000,
0.267352,0.702869,0.267352,0.000003,0.489230,81.000000,
0.289840,0.739423,0.289840,0.000001,0.473535,90.000000,
0.275281,0.724489,0.289840,0.000000,0.520644,96.000000,
