val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.200021,0.098171,0.149096,5.082771,0.098171,0.000020,7.351191,9.000000,
0.317017,0.274720,0.295868,2.762594,0.274720,0.000018,4.850859,18.000000,
0.414467,0.600748,0.507607,1.842921,0.600748,0.000016,2.899795,27.000000,
0.642844,0.774743,0.708794,1.467500,0.774743,0.000014,1.905170,36.000000,
0.729491,0.740626,0.735059,1.052400,0.774743,0.000012,1.242294,45.000000,
0.787875,0.823120,0.805497,0.981359,0.823120,0.000010,1.029134,54.000000,
0.795486,0.826945,0.811216,0.857832,0.826945,0.000008,1.548533,63.000000,
0.840136,0.847863,0.844000,0.707197,0.847863,0.000006,0.923383,72.000000,
0.841271,0.852447,0.846859,0.785612,0.852447,0.000003,0.627647,81.000000,
0.839945,0.854498,0.847221,0.794311,0.854498,0.000001,0.752899,90.000000,
0.840355,0.854547,0.847451,0.775969,0.854547,0.000000,0.748038,96.000000,
