val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.644131,0.528986,0.000020,0.809761,1.000000,
0.528986,0.643695,0.528986,0.000018,0.651584,2.000000,
0.528986,0.643372,0.528986,0.000016,0.808260,3.000000,
0.528986,0.643651,0.528986,0.000015,1.087071,4.000000,
0.528986,0.644440,0.528986,0.000013,0.763280,5.000000,
0.528986,0.645549,0.528986,0.000011,0.753750,6.000000,
0.528986,0.646618,0.528986,0.000009,0.691479,7.000000,
0.528986,0.647329,0.528986,0.000007,0.553715,8.000000,
0.528986,0.647863,0.528986,0.000005,0.798425,9.000000,
0.528986,0.648374,0.528986,0.000004,0.707220,10.000000,
0.528986,0.648769,0.528986,0.000002,0.675164,11.000000,
0.528986,0.648892,0.528986,0.000000,0.627154,12.000000,
