val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.644131,0.528986,0.000020,0.712469,1.000000,
0.528986,0.643803,0.528986,0.000018,0.764219,2.000000,
0.528986,0.644014,0.528986,0.000016,0.869546,3.000000,
0.528986,0.645121,0.528986,0.000015,0.891858,4.000000,
0.528986,0.646681,0.528986,0.000013,0.781844,5.000000,
0.528986,0.648942,0.528986,0.000011,0.791563,6.000000,
0.528986,0.653340,0.528986,0.000009,0.782394,7.000000,
0.528986,0.655153,0.528986,0.000007,0.566628,8.000000,
0.528986,0.658548,0.528986,0.000005,0.722742,9.000000,
0.528986,0.662922,0.528986,0.000004,0.802374,10.000000,
0.521739,0.667422,0.528986,0.000002,0.663755,11.000000,
0.521739,0.670433,0.528986,0.000000,0.701051,12.000000,
