val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.880710,0.000000,0.000020,0.770691,9.000000,
0.219609,0.728456,0.219609,0.000018,0.625753,18.000000,
0.429544,0.571362,0.429544,0.000016,0.570771,27.000000,
0.311379,0.704656,0.429544,0.000014,0.472938,36.000000,
0.444010,0.548586,0.444010,0.000012,0.299560,45.000000,
0.425546,0.796913,0.444010,0.000010,0.263625,54.000000,
0.475283,0.582555,0.475283,0.000008,0.386776,63.000000,
0.490475,0.667402,0.490475,0.000006,0.181139,72.000000,
0.454100,0.717201,0.490475,0.000003,0.180282,81.000000,
0.491132,0.575214,0.491132,0.000001,0.193232,90.000000,
0.485912,0.573170,0.491132,0.000000,0.156157,96.000000,
