val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.536232,0.614485,0.536232,0.000020,0.784724,9.000000,
0.572464,0.724979,0.572464,0.000018,0.666549,18.000000,
0.572464,0.655789,0.572464,0.000016,0.657147,27.000000,
0.623188,0.605536,0.623188,0.000014,0.617290,36.000000,
0.681159,0.560465,0.681159,0.000012,0.499350,45.000000,
0.666667,0.639210,0.681159,0.000010,0.418865,54.000000,
0.673913,0.618629,0.681159,0.000008,0.501471,63.000000,
0.666667,0.624294,0.681159,0.000006,0.317560,72.000000,
0.688406,0.593087,0.688406,0.000003,0.294385,81.000000,
0.695652,0.594333,0.695652,0.000001,0.285740,90.000000,
0.681159,0.598583,0.695652,0.000000,0.329489,96.000000,
