val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.147197,0.656971,0.147197,0.000020,0.588962,9.000000,
0.161823,0.715730,0.161823,0.000018,0.632844,18.000000,
0.118839,0.760712,0.161823,0.000016,0.530750,27.000000,
0.412933,0.559251,0.412933,0.000014,0.544748,36.000000,
0.412874,0.586385,0.412933,0.000012,0.394630,45.000000,
0.317956,0.719898,0.412933,0.000010,0.414424,54.000000,
0.397507,0.504790,0.412933,0.000008,0.381397,63.000000,
0.402424,0.841466,0.412933,0.000006,0.188599,72.000000,
0.472721,0.671217,0.472721,0.000003,0.211748,81.000000,
0.510175,0.658672,0.510175,0.000001,0.182301,90.000000,
0.499780,0.676745,0.510175,0.000000,0.166341,96.000000,
