val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.002817,0.689596,0.002817,0.000020,0.843727,9.000000,
-0.029326,0.677636,0.002817,0.000018,0.642184,18.000000,
-0.029326,0.660377,0.002817,0.000016,0.600669,27.000000,
0.044610,0.630272,0.044610,0.000014,0.546957,36.000000,
0.376934,0.560957,0.376934,0.000012,0.523240,45.000000,
0.388321,0.571980,0.388321,0.000010,0.478101,54.000000,
0.407169,0.601652,0.407169,0.000008,0.522748,63.000000,
0.446712,0.581309,0.446712,0.000006,0.317685,72.000000,
0.430778,0.615421,0.446712,0.000003,0.311984,81.000000,
0.463579,0.579509,0.463579,0.000001,0.379624,90.000000,
0.463483,0.573000,0.463579,0.000000,0.291630,96.000000,
