val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.791724,0.471014,0.000020,0.709133,1.000000,
0.471014,0.768483,0.471014,0.000018,0.629404,2.000000,
0.471014,0.742236,0.471014,0.000016,0.730114,3.000000,
0.471014,0.705724,0.471014,0.000015,0.943001,4.000000,
0.557971,0.678984,0.557971,0.000013,0.705395,5.000000,
0.550725,0.713697,0.557971,0.000011,0.713178,6.000000,
0.550725,0.701048,0.557971,0.000009,0.657283,7.000000,
0.572464,0.688570,0.572464,0.000007,0.519124,8.000000,
0.572464,0.688508,0.572464,0.000005,0.529150,9.000000,
0.543478,0.732853,0.572464,0.000004,0.506030,10.000000,
0.521739,0.789745,0.572464,0.000002,0.589800,11.000000,
0.521739,0.789745,0.572464,0.000000,0.538485,12.000000,
