val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.019381,0.680015,0.019381,0.000020,0.575076,1.000000,
0.054934,0.649094,0.054934,0.000018,0.575065,2.000000,
0.096223,0.639842,0.096223,0.000016,0.643088,3.000000,
0.177382,0.621871,0.177382,0.000015,0.571447,4.000000,
0.225515,0.603102,0.225515,0.000013,0.481279,5.000000,
0.288024,0.594314,0.288024,0.000011,0.397995,6.000000,
0.358365,0.576036,0.358365,0.000009,0.518180,7.000000,
0.358659,0.587353,0.358659,0.000007,0.936686,8.000000,
0.355006,0.617269,0.358659,0.000005,0.289422,9.000000,
0.361911,0.595249,0.361911,0.000004,0.300171,10.000000,
0.361911,0.608543,0.361911,0.000002,0.214067,11.000000,
0.380728,0.607627,0.380728,0.000000,0.194607,12.000000,
