val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.775341,0.471014,0.000020,0.713378,9.000000,
0.557971,0.683909,0.557971,0.000018,0.708915,18.000000,
0.550725,0.689909,0.557971,0.000016,0.689013,27.000000,
0.521739,0.716285,0.557971,0.000014,0.688257,36.000000,
0.630435,0.627742,0.630435,0.000012,0.649833,45.000000,
0.615942,0.627870,0.630435,0.000010,0.660492,54.000000,
0.630435,0.676246,0.630435,0.000008,0.655788,63.000000,
0.615942,0.654113,0.630435,0.000006,0.604161,72.000000,
0.594203,0.621450,0.630435,0.000003,0.572513,81.000000,
0.608696,0.621271,0.630435,0.000001,0.570556,90.000000,
0.608696,0.623607,0.630435,0.000000,0.517741,96.000000,
