val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.463768,0.776383,0.463768,0.000020,0.725015,1.000000,
0.478261,0.729614,0.478261,0.000018,0.691550,2.000000,
0.478261,0.719287,0.478261,0.000016,0.681192,3.000000,
0.478261,0.723838,0.478261,0.000015,0.588814,4.000000,
0.478261,0.719741,0.478261,0.000013,0.709239,5.000000,
0.471014,0.710111,0.478261,0.000011,0.644417,6.000000,
0.471014,0.708298,0.478261,0.000009,0.653492,7.000000,
0.471014,0.711911,0.478261,0.000007,0.580049,8.000000,
0.471014,0.713850,0.478261,0.000005,0.708270,9.000000,
0.478261,0.710048,0.478261,0.000004,0.667808,10.000000,
0.492754,0.704036,0.492754,0.000002,0.700985,11.000000,
0.507246,0.703724,0.507246,0.000000,0.631858,12.000000,
