val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.851917,0.471014,0.000020,0.723017,9.000000,
0.471014,0.745610,0.471014,0.000018,0.738041,18.000000,
0.471014,0.985778,0.471014,0.000016,0.734690,27.000000,
0.471014,0.706448,0.471014,0.000014,0.747264,36.000000,
0.478261,0.814965,0.478261,0.000012,0.723305,45.000000,
0.485507,0.715679,0.485507,0.000010,0.707036,54.000000,
0.565217,0.686159,0.565217,0.000008,0.701462,63.000000,
0.471014,0.710864,0.565217,0.000006,0.693460,72.000000,
0.528986,0.694587,0.565217,0.000003,0.710149,81.000000,
0.471014,0.707363,0.565217,0.000001,0.699532,90.000000,
0.471014,0.707967,0.565217,0.000000,0.707278,96.000000,
