val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.844316,0.471014,0.000020,0.775212,1.000000,
0.471014,0.824908,0.471014,0.000018,0.753239,2.000000,
0.471014,0.813711,0.471014,0.000016,0.695392,3.000000,
0.471014,0.804007,0.471014,0.000015,0.801481,4.000000,
0.471014,0.799072,0.471014,0.000013,0.711127,5.000000,
0.471014,0.800069,0.471014,0.000011,0.705246,6.000000,
0.471014,0.801038,0.471014,0.000009,0.769778,7.000000,
0.471014,0.799357,0.471014,0.000007,0.621471,8.000000,
0.471014,0.798222,0.471014,0.000005,0.677283,9.000000,
0.471014,0.799883,0.471014,0.000004,0.693192,10.000000,
0.471014,0.800279,0.471014,0.000002,0.725359,11.000000,
0.471014,0.800993,0.471014,0.000000,0.622610,12.000000,
