val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.594203,0.643990,0.594203,0.000020,0.715629,9.000000,
0.579710,0.654886,0.594203,0.000018,0.676071,18.000000,
0.557971,0.651934,0.594203,0.000016,0.731444,27.000000,
0.514493,0.643157,0.594203,0.000014,0.679820,36.000000,
0.586957,0.618235,0.594203,0.000012,0.618906,45.000000,
0.623188,0.627771,0.623188,0.000010,0.681869,54.000000,
0.586957,0.657534,0.623188,0.000008,0.631472,63.000000,
0.623188,0.584618,0.623188,0.000006,0.558036,72.000000,
0.586957,0.633518,0.623188,0.000003,0.477783,81.000000,
0.601449,0.596389,0.623188,0.000001,0.517047,90.000000,
0.601449,0.585392,0.623188,0.000000,0.444711,96.000000,
