val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.753274,0.471014,0.000020,0.714300,9.000000,
0.471014,0.707128,0.471014,0.000018,0.686956,18.000000,
0.500000,0.689469,0.500000,0.000016,0.706881,27.000000,
0.514493,0.701965,0.514493,0.000014,0.713333,36.000000,
0.471014,0.757506,0.514493,0.000012,0.708710,45.000000,
0.543478,0.695230,0.543478,0.000010,0.731810,54.000000,
0.536232,0.675304,0.543478,0.000008,0.704722,63.000000,
0.536232,0.666617,0.543478,0.000006,0.694883,72.000000,
0.615942,0.676092,0.615942,0.000003,0.683221,81.000000,
0.557971,0.686967,0.615942,0.000001,0.691648,90.000000,
0.557971,0.687639,0.615942,0.000000,0.690103,96.000000,
