val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.047167,0.632682,0.047167,0.000020,0.605269,9.000000,
0.212291,0.642635,0.212291,0.000018,0.535674,18.000000,
0.284072,0.624533,0.284072,0.000016,0.518263,27.000000,
0.377079,0.608759,0.377079,0.000014,0.471778,36.000000,
0.437195,0.631337,0.437195,0.000012,0.392950,45.000000,
0.382188,0.648635,0.437195,0.000010,0.341396,54.000000,
0.449449,0.596083,0.449449,0.000008,0.358845,63.000000,
0.441832,0.609024,0.449449,0.000006,0.307777,72.000000,
0.431391,0.637918,0.449449,0.000003,0.246594,81.000000,
0.431391,0.659082,0.449449,0.000001,0.215725,90.000000,
0.442957,0.660847,0.449449,0.000000,0.202234,96.000000,
