val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000020,2.012860,1.000000,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000018,2.152212,2.000000,
0.319024,0.627717,0.473371,2.142589,0.627717,0.000016,2.120267,3.000000,
0.323259,0.595058,0.459159,2.134056,0.627717,0.000015,0.709517,4.000000,
0.329336,0.577350,0.453343,2.121537,0.627717,0.000013,2.238652,5.000000,
0.346008,0.590866,0.468437,2.096014,0.627717,0.000011,2.405916,6.000000,
0.363578,0.600489,0.482034,2.070857,0.627717,0.000009,2.052626,7.000000,
0.372539,0.605160,0.488850,2.056028,0.627717,0.000007,1.618031,8.000000,
0.378752,0.608907,0.493829,2.044738,0.627717,0.000005,2.148517,9.000000,
0.383120,0.608134,0.495627,2.036271,0.627717,0.000004,1.753062,10.000000,
0.386784,0.609929,0.498357,2.029995,0.627717,0.000002,2.164206,11.000000,
0.388105,0.614716,0.501411,2.027265,0.627717,0.000000,4.224101,12.000000,
