val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.521739,0.604936,0.521739,0.000020,0.707857,9.000000,
0.644928,0.603308,0.644928,0.000018,0.736276,18.000000,
0.565217,0.589831,0.644928,0.000016,0.708016,27.000000,
0.652174,0.584835,0.652174,0.000014,0.642558,36.000000,
0.615942,0.587535,0.652174,0.000012,0.530693,45.000000,
0.673913,0.574355,0.673913,0.000010,0.578654,54.000000,
0.659420,0.527479,0.673913,0.000008,0.523890,63.000000,
0.681159,0.525783,0.681159,0.000006,0.436921,72.000000,
0.666667,0.542197,0.681159,0.000003,0.327683,81.000000,
0.673913,0.550777,0.681159,0.000001,0.290931,90.000000,
0.688406,0.553645,0.688406,0.000000,0.337492,96.000000,
