val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.690965,0.528986,0.000020,0.726247,9.000000,
0.507246,0.832254,0.528986,0.000018,0.733584,18.000000,
0.572464,0.644001,0.572464,0.000016,0.708650,27.000000,
0.601449,0.566038,0.601449,0.000014,0.684065,36.000000,
0.623188,0.574508,0.623188,0.000012,0.522744,45.000000,
0.652174,0.598523,0.652174,0.000010,0.451824,54.000000,
0.623188,0.659370,0.652174,0.000008,0.490632,63.000000,
0.644928,0.604871,0.652174,0.000006,0.381759,72.000000,
0.644928,0.640029,0.652174,0.000003,0.295951,81.000000,
0.659420,0.643724,0.659420,0.000001,0.293453,90.000000,
0.659420,0.649244,0.659420,0.000000,0.305944,96.000000,
