val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.644131,0.528986,0.000020,0.712469,1.000000,
0.528986,0.648088,0.528986,0.000018,0.764219,2.000000,
0.463768,0.709453,0.528986,0.000016,0.807755,3.000000,
0.471014,0.904954,0.528986,0.000015,0.702344,4.000000,
0.485507,0.732265,0.528986,0.000013,0.750151,5.000000,
0.485507,0.732265,0.528986,0.000011,0.708214,6.000000,
0.485507,0.732265,0.528986,0.000009,0.671746,7.000000,
0.536232,0.640800,0.536232,0.000007,0.857289,8.000000,
0.557971,0.673793,0.557971,0.000005,0.777348,9.000000,
0.463768,0.732884,0.557971,0.000004,0.669835,10.000000,
0.471014,0.767276,0.557971,0.000002,0.717344,11.000000,
0.471014,0.801558,0.557971,0.000000,0.636165,12.000000,
