val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000020,9.851965,1.000000,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000018,11.344197,2.000000,
-0.050285,-0.047580,-0.048932,7.313731,-0.047580,0.000016,8.950404,3.000000,
0.346920,0.330384,0.338652,2.662712,0.330384,0.000015,4.167000,4.000000,
0.518716,0.487193,0.502954,1.975232,0.487193,0.000013,3.557811,5.000000,
0.635863,0.627779,0.631821,3.214152,0.627779,0.000011,2.074509,6.000000,
0.703438,0.708621,0.706029,3.629184,0.708621,0.000009,2.329552,7.000000,
0.732021,0.735745,0.733883,3.654178,0.735745,0.000007,1.585701,8.000000,
0.747378,0.743887,0.745633,3.298978,0.743887,0.000005,2.574090,9.000000,
0.753212,0.745992,0.749602,2.878984,0.745992,0.000004,2.147701,10.000000,
0.752649,0.742616,0.747632,2.555171,0.745992,0.000002,1.958771,11.000000,
0.753798,0.743896,0.748847,2.419039,0.745992,0.000000,1.745541,12.000000,
