val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.756816,0.471014,0.000020,0.726167,9.000000,
0.471014,0.699031,0.471014,0.000018,0.708369,18.000000,
0.500000,0.750339,0.500000,0.000016,0.689824,27.000000,
0.630435,0.698435,0.630435,0.000014,0.715665,36.000000,
0.572464,0.660434,0.630435,0.000012,0.668266,45.000000,
0.586957,0.652836,0.630435,0.000010,0.671957,54.000000,
0.644928,0.702531,0.644928,0.000008,0.605530,63.000000,
0.601449,0.668602,0.644928,0.000006,0.592062,72.000000,
0.608696,0.684524,0.644928,0.000003,0.552478,81.000000,
0.623188,0.684378,0.644928,0.000001,0.548135,90.000000,
0.637681,0.682803,0.644928,0.000000,0.537346,96.000000,
