val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.478261,0.748185,0.478261,0.000020,0.715665,9.000000,
0.471014,0.698845,0.478261,0.000018,0.748928,18.000000,
0.528986,0.654293,0.528986,0.000016,0.720642,27.000000,
0.528986,0.640721,0.528986,0.000014,0.720829,36.000000,
0.471014,0.737625,0.528986,0.000012,0.734949,45.000000,
0.471014,0.727053,0.528986,0.000010,0.701126,54.000000,
0.471014,0.764382,0.528986,0.000008,0.697553,63.000000,
0.471014,0.699668,0.528986,0.000006,0.726176,72.000000,
0.528986,0.686038,0.528986,0.000003,0.707906,81.000000,
0.471014,0.709386,0.528986,0.000001,0.710416,90.000000,
0.471014,0.715169,0.528986,0.000000,0.710262,96.000000,
