val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.025656,0.667279,0.025656,0.000020,0.704381,9.000000,
0.197111,0.741211,0.197111,0.000018,0.552286,18.000000,
0.409768,0.528380,0.409768,0.000016,0.495344,27.000000,
0.198255,0.929864,0.409768,0.000014,0.557108,36.000000,
0.427303,0.531103,0.427303,0.000012,0.337624,45.000000,
0.364929,0.885647,0.427303,0.000010,0.435167,54.000000,
0.480779,0.496580,0.480779,0.000008,0.374912,63.000000,
0.403295,0.699099,0.480779,0.000006,0.227290,72.000000,
0.437195,0.691856,0.480779,0.000003,0.219301,81.000000,
0.463557,0.610343,0.480779,0.000001,0.171889,90.000000,
0.463483,0.631503,0.480779,0.000000,0.169611,96.000000,
