val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000020,6.981277,1.000000,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000018,6.025715,2.000000,
0.446967,0.511154,0.479061,5.234023,0.511154,0.000016,5.117311,3.000000,
0.509452,0.505162,0.507307,5.342169,0.511154,0.000015,4.530737,4.000000,
0.424019,0.319910,0.371965,4.760836,0.511154,0.000013,7.372615,5.000000,
0.278993,-0.094484,0.092254,4.546423,0.511154,0.000011,3.824574,6.000000,
0.298512,-0.052617,0.122948,4.296147,0.511154,0.000009,5.978754,7.000000,
0.440858,0.235336,0.338097,4.073841,0.511154,0.000007,3.728786,8.000000,
0.442116,0.258431,0.350274,3.735512,0.511154,0.000005,4.279554,9.000000,
0.430712,0.303875,0.367293,3.451364,0.511154,0.000004,5.825403,10.000000,
0.417074,0.325840,0.371457,3.287084,0.511154,0.000002,3.262819,11.000000,
0.406259,0.338362,0.372310,3.220860,0.511154,0.000000,6.905776,12.000000,
