val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.369718,0.027253,0.198486,4.873870,0.027253,0.000020,6.303034,9.000000,
0.466333,0.578873,0.522603,3.469602,0.578873,0.000018,5.469702,18.000000,
0.494567,0.626167,0.560367,2.411593,0.626167,0.000016,3.872287,27.000000,
0.642756,0.737179,0.689967,1.642589,0.737179,0.000014,2.832974,36.000000,
0.764118,0.810907,0.787512,0.942340,0.810907,0.000012,1.681142,45.000000,
0.813844,0.820655,0.817249,0.838583,0.820655,0.000010,1.180284,54.000000,
0.838538,0.834856,0.836697,0.710808,0.834856,0.000008,0.899226,63.000000,
0.851247,0.852294,0.851770,0.664065,0.852294,0.000006,0.697913,72.000000,
0.857410,0.857394,0.857402,0.625819,0.857394,0.000003,0.663888,81.000000,
0.858724,0.859144,0.858934,0.666485,0.859144,0.000001,0.632542,90.000000,
0.859107,0.859857,0.859482,0.672401,0.859857,0.000000,0.694387,96.000000,
