val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.011235,0.771544,-0.011235,0.000020,0.812684,1.000000,
-0.000659,0.724019,-0.000659,0.000018,0.731926,2.000000,
0.013005,0.714906,0.013005,0.000016,0.595580,3.000000,
0.013005,0.714906,0.013005,0.000015,0.853982,4.000000,
0.017331,0.718035,0.017331,0.000013,0.497233,5.000000,
0.015580,0.720659,0.017331,0.000011,0.614333,6.000000,
0.020082,0.716261,0.020082,0.000009,0.618455,7.000000,
0.020082,0.716261,0.020082,0.000007,1.013672,8.000000,
0.013682,0.715660,0.020082,0.000005,0.478723,9.000000,
0.009157,0.712694,0.020082,0.000004,0.549423,10.000000,
0.011493,0.710241,0.020082,0.000002,0.550842,11.000000,
0.012209,0.709243,0.020082,0.000000,0.556181,12.000000,
