val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
-0.024768,0.775255,-0.024768,0.000020,0.806810,1.000000,
0.000000,0.900245,0.000000,0.000018,0.818483,2.000000,
0.000000,1.042554,0.000000,0.000016,0.859544,3.000000,
0.000000,1.044233,0.000000,0.000015,0.605341,4.000000,
0.000000,0.940743,0.000000,0.000013,0.632648,5.000000,
0.000000,0.802610,0.000000,0.000011,0.788769,6.000000,
0.000000,0.704526,0.000000,0.000009,0.453667,7.000000,
0.036353,0.649537,0.036353,0.000007,1.086474,8.000000,
0.155652,0.639464,0.155652,0.000005,0.451081,9.000000,
0.179859,0.640218,0.179859,0.000004,0.516676,10.000000,
0.177965,0.640654,0.179859,0.000002,0.453593,11.000000,
0.164146,0.641476,0.179859,0.000000,0.478317,12.000000,
