val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.019381,0.680015,0.019381,0.000020,0.527677,1.000000,
0.004004,0.694094,0.019381,0.000018,0.632517,2.000000,
-0.011235,0.725692,0.019381,0.000016,0.407716,3.000000,
-0.011235,0.725692,0.019381,0.000015,0.940372,4.000000,
0.051611,0.735136,0.051611,0.000013,0.619616,5.000000,
0.051611,0.740106,0.051611,0.000011,0.517049,6.000000,
0.066270,0.727464,0.066270,0.000009,0.517647,7.000000,
0.036353,0.722554,0.066270,0.000007,0.171989,8.000000,
0.036353,0.713249,0.066270,0.000005,0.612310,9.000000,
0.036353,0.706975,0.066270,0.000004,0.420770,10.000000,
0.036353,0.705738,0.066270,0.000002,0.361420,11.000000,
0.036353,0.706242,0.066270,0.000000,0.183572,12.000000,
