val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.536232,0.698196,0.536232,0.000020,0.693262,9.000000,
0.608696,0.674464,0.608696,0.000018,0.681601,18.000000,
0.586957,0.706665,0.608696,0.000016,0.687093,27.000000,
0.673913,0.574600,0.673913,0.000014,0.639539,36.000000,
0.673913,0.537074,0.673913,0.000012,0.552910,45.000000,
0.623188,0.603585,0.673913,0.000010,0.499787,54.000000,
0.681159,0.593822,0.681159,0.000008,0.452571,63.000000,
0.659420,0.597209,0.681159,0.000006,0.356639,72.000000,
0.681159,0.609399,0.681159,0.000003,0.304021,81.000000,
0.695652,0.616193,0.695652,0.000001,0.311802,90.000000,
0.681159,0.608814,0.695652,0.000000,0.242820,96.000000,
