val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.119173,0.640765,0.119173,0.000020,0.626062,9.000000,
0.205732,0.715457,0.205732,0.000018,0.559202,18.000000,
0.221975,0.616027,0.221975,0.000016,0.647686,27.000000,
0.410613,0.664370,0.410613,0.000014,0.452307,36.000000,
0.405093,0.565681,0.410613,0.000012,0.416140,45.000000,
0.338014,0.730490,0.410613,0.000010,0.402713,54.000000,
0.358078,0.649580,0.410613,0.000008,0.430521,63.000000,
0.396351,0.735008,0.410613,0.000006,0.255125,72.000000,
0.450476,0.681273,0.450476,0.000003,0.207325,81.000000,
0.398361,0.870569,0.450476,0.000001,0.166188,90.000000,
0.413352,0.918936,0.450476,0.000000,0.218569,96.000000,
