val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.019381,0.680015,0.019381,0.000020,0.575076,1.000000,
0.075144,0.666867,0.075144,0.000018,0.575065,2.000000,
0.006399,0.654241,0.075144,0.000016,0.727407,3.000000,
0.006399,0.654241,0.075144,0.000015,0.601015,4.000000,
0.003057,0.650314,0.075144,0.000013,0.532774,5.000000,
0.009157,0.649871,0.075144,0.000011,0.495808,6.000000,
0.045485,0.646386,0.075144,0.000009,0.659518,7.000000,
0.045287,0.641830,0.075144,0.000007,0.627973,8.000000,
0.072401,0.641892,0.075144,0.000005,0.548490,9.000000,
0.082188,0.642410,0.082188,0.000004,0.512214,10.000000,
0.078251,0.642310,0.082188,0.000002,0.476414,11.000000,
0.078251,0.641711,0.082188,0.000000,0.552967,12.000000,
