val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.667675,0.000000,0.000020,0.724166,9.000000,
0.000000,0.680303,0.000000,0.000018,0.671934,18.000000,
0.000000,0.673058,0.000000,0.000016,0.630215,27.000000,
0.000000,0.669028,0.000000,0.000014,0.603152,36.000000,
0.000000,0.709499,0.000000,0.000012,0.618716,45.000000,
0.000000,0.688609,0.000000,0.000010,0.613137,54.000000,
0.000000,0.675377,0.000000,0.000008,0.626072,63.000000,
0.000000,0.682780,0.000000,0.000006,0.594967,72.000000,
0.000000,0.684654,0.000000,0.000003,0.632916,81.000000,
0.000000,0.683387,0.000000,0.000001,0.648883,90.000000,
0.000000,0.682390,0.000000,0.000000,0.590497,96.000000,
