val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,1.120581,0.471014,0.000020,0.885195,1.000000,
0.471014,1.028640,0.471014,0.000018,0.686608,2.000000,
0.471014,0.894202,0.471014,0.000016,0.893760,3.000000,
0.471014,0.815978,0.471014,0.000015,0.884614,4.000000,
0.471014,0.731386,0.471014,0.000013,0.704380,5.000000,
0.528986,0.702892,0.528986,0.000011,0.713690,6.000000,
0.507246,0.689419,0.528986,0.000009,0.648119,7.000000,
0.550725,0.682771,0.550725,0.000007,0.702663,8.000000,
0.528986,0.687738,0.550725,0.000005,0.648961,9.000000,
0.528986,0.693815,0.550725,0.000004,0.654248,10.000000,
0.500000,0.697824,0.550725,0.000002,0.672499,11.000000,
0.521739,0.696474,0.550725,0.000000,0.672646,12.000000,
