val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000020,6.582192,1.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000018,5.996823,2.000000,
0.110104,0.137363,0.123733,6.442484,0.137363,0.000016,8.382739,3.000000,
0.038886,-0.278513,-0.119813,6.203899,0.137363,0.000015,12.974561,4.000000,
0.028464,-0.273048,-0.122292,5.744431,0.137363,0.000013,7.682093,5.000000,
0.176478,0.021760,0.099119,4.577664,0.137363,0.000011,7.786019,6.000000,
0.342877,0.268975,0.305926,4.089569,0.268975,0.000009,3.342742,7.000000,
0.366203,0.337661,0.351932,3.870740,0.337661,0.000007,3.943187,8.000000,
0.384331,0.355942,0.370136,3.205102,0.355942,0.000005,4.595716,9.000000,
0.363560,0.315244,0.339402,2.771798,0.355942,0.000004,3.554655,10.000000,
0.369121,0.323715,0.346418,2.523580,0.355942,0.000002,3.295744,11.000000,
0.376576,0.340701,0.358638,2.408016,0.355942,0.000000,3.572778,12.000000,
