val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.348735,0.513175,0.430955,2.148948,0.513175,0.000020,1.914951,1.000000,
0.343953,0.615682,0.479818,2.117876,0.615682,0.000018,2.363432,2.000000,
0.330633,0.568838,0.449736,2.101869,0.615682,0.000016,2.624891,3.000000,
0.313982,0.479751,0.396867,2.101634,0.615682,0.000015,0.847178,4.000000,
0.313940,0.441569,0.377754,2.086281,0.615682,0.000013,2.191265,5.000000,
0.313833,0.401533,0.357683,2.072692,0.615682,0.000011,1.828048,6.000000,
0.313833,0.401533,0.357683,2.072692,0.615682,0.000009,2.600308,7.000000,
0.312334,0.406143,0.359238,2.067372,0.615682,0.000007,0.491790,8.000000,
0.312716,0.413664,0.363190,2.061448,0.615682,0.000005,2.121597,9.000000,
0.316521,0.419485,0.368003,2.053149,0.615682,0.000004,2.177578,10.000000,
0.319765,0.418195,0.368980,2.046731,0.615682,0.000002,2.130275,11.000000,
0.321188,0.415667,0.368428,2.043557,0.615682,0.000000,3.521794,12.000000,
