val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.840093,0.000000,0.000020,0.709746,9.000000,
0.365806,0.585705,0.365806,0.000018,0.585296,18.000000,
0.387053,0.702328,0.387053,0.000016,0.453122,27.000000,
0.409545,0.543406,0.409545,0.000014,0.411482,36.000000,
0.383320,0.775333,0.409545,0.000012,0.287671,45.000000,
0.417981,0.693490,0.417981,0.000010,0.274289,54.000000,
0.395636,0.740598,0.417981,0.000008,0.294591,63.000000,
0.413138,0.719010,0.417981,0.000006,0.189768,72.000000,
0.419061,0.814344,0.419061,0.000003,0.152300,81.000000,
0.436278,0.738616,0.436278,0.000001,0.137336,90.000000,
0.436712,0.734518,0.436712,0.000000,0.086947,96.000000,
