val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.514493,0.675264,0.514493,0.000020,0.786670,1.000000,
0.471014,1.760534,0.514493,0.000018,0.757307,2.000000,
0.471014,1.957811,0.514493,0.000016,1.272642,3.000000,
0.471014,1.730399,0.514493,0.000015,2.000595,4.000000,
0.471014,1.334136,0.514493,0.000013,0.966631,5.000000,
0.471014,0.957236,0.514493,0.000011,0.897933,6.000000,
0.456522,0.731215,0.514493,0.000009,0.605623,7.000000,
0.492754,0.671590,0.514493,0.000007,0.594758,8.000000,
0.521739,0.659705,0.521739,0.000005,0.591027,9.000000,
0.514493,0.661859,0.521739,0.000004,0.618056,10.000000,
0.492754,0.667474,0.521739,0.000002,0.554194,11.000000,
0.463768,0.672681,0.521739,0.000000,0.679479,12.000000,
