val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.500000,0.773000,0.500000,0.000020,0.705766,9.000000,
0.594203,0.613972,0.594203,0.000018,0.704130,18.000000,
0.565217,0.653447,0.594203,0.000016,0.722291,27.000000,
0.550725,0.624850,0.594203,0.000014,0.713699,36.000000,
0.572464,0.609871,0.594203,0.000012,0.654436,45.000000,
0.594203,0.661913,0.594203,0.000010,0.699011,54.000000,
0.623188,0.571002,0.623188,0.000008,0.623831,63.000000,
0.644928,0.560815,0.644928,0.000006,0.568826,72.000000,
0.659420,0.572709,0.659420,0.000003,0.486606,81.000000,
0.652174,0.583609,0.659420,0.000001,0.562961,90.000000,
0.659420,0.568513,0.659420,0.000000,0.517077,96.000000,
