val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.690103,0.000000,0.000020,0.600085,9.000000,
0.000000,0.675078,0.000000,0.000018,0.651388,18.000000,
0.000000,0.685262,0.000000,0.000016,0.651788,27.000000,
0.000000,0.675435,0.000000,0.000014,0.589079,36.000000,
0.000000,0.661648,0.000000,0.000012,0.638087,45.000000,
0.000000,0.671543,0.000000,0.000010,0.605619,54.000000,
0.000000,0.691287,0.000000,0.000008,0.633616,63.000000,
0.000000,0.691586,0.000000,0.000006,0.588715,72.000000,
0.000000,0.691211,0.000000,0.000003,0.584872,81.000000,
0.000000,0.687274,0.000000,0.000001,0.652247,90.000000,
0.000000,0.685776,0.000000,0.000000,0.674109,96.000000,
