val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.000000,0.788026,0.000000,0.000020,0.680754,9.000000,
0.198255,0.765212,0.198255,0.000018,0.618965,18.000000,
0.440842,0.512790,0.440842,0.000016,0.557783,27.000000,
0.294199,0.779866,0.440842,0.000014,0.418437,36.000000,
0.485635,0.521025,0.485635,0.000012,0.393499,45.000000,
0.391034,0.709514,0.485635,0.000010,0.329804,54.000000,
0.514826,0.539705,0.514826,0.000008,0.303452,63.000000,
0.421292,0.739296,0.514826,0.000006,0.221806,72.000000,
0.469099,0.667594,0.514826,0.000003,0.191720,81.000000,
0.446883,0.751387,0.514826,0.000001,0.135004,90.000000,
0.457988,0.746701,0.514826,0.000000,0.127522,96.000000,
