val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.329546,0.095397,0.212471,3.133639,0.095397,0.000020,5.994573,9.000000,
0.729947,0.768464,0.749206,1.168350,0.768464,0.000018,2.699537,18.000000,
0.794061,0.804095,0.799078,0.955130,0.804095,0.000016,1.179922,27.000000,
0.812838,0.802320,0.807579,0.942929,0.804095,0.000014,1.221340,36.000000,
0.741378,0.757045,0.749211,1.254734,0.804095,0.000012,1.434749,45.000000,
0.785658,0.800593,0.793126,0.933563,0.804095,0.000010,1.447689,54.000000,
0.800757,0.827294,0.814025,0.870643,0.827294,0.000008,1.077284,63.000000,
0.818030,0.828800,0.823415,0.783608,0.828800,0.000006,0.926084,72.000000,
0.828835,0.827470,0.828153,0.757183,0.828800,0.000003,0.720107,81.000000,
0.845670,0.847194,0.846432,0.669863,0.847194,0.000001,0.714918,90.000000,
0.849531,0.850445,0.849988,0.652988,0.850445,0.000000,0.743751,96.000000,
