val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.041514,0.944924,0.041514,0.000020,1.188522,1.000000,
0.000000,0.856890,0.041514,0.000018,1.049497,2.000000,
0.000000,1.082094,0.041514,0.000016,0.718223,3.000000,
0.000000,1.074046,0.041514,0.000015,2.136250,4.000000,
0.000000,0.947062,0.041514,0.000013,0.824414,5.000000,
0.000000,0.816004,0.041514,0.000011,0.431457,6.000000,
0.000000,0.725742,0.041514,0.000009,0.408029,7.000000,
0.000000,0.677993,0.041514,0.000007,0.559197,8.000000,
0.083941,0.661838,0.083941,0.000005,0.404693,9.000000,
0.102348,0.650381,0.102348,0.000004,0.503350,10.000000,
0.102348,0.648846,0.102348,0.000002,0.375676,11.000000,
0.102348,0.649444,0.102348,0.000000,0.390601,12.000000,
