val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.761273,0.754194,0.757733,2.792129,0.754194,0.000020,5.258544,9.000000,
0.840388,0.843426,0.841907,0.901931,0.843426,0.000018,1.508532,18.000000,
0.861494,0.865311,0.863403,0.830703,0.865311,0.000016,0.992068,27.000000,
0.874159,0.873435,0.873797,0.770863,0.873435,0.000014,0.590576,36.000000,
0.878032,0.875959,0.876996,0.570425,0.875959,0.000012,0.473290,45.000000,
0.882396,0.880027,0.881212,0.572752,0.880027,0.000010,0.508117,54.000000,
0.879973,0.879405,0.879689,0.684441,0.880027,0.000008,0.586488,63.000000,
0.883902,0.882178,0.883040,0.519146,0.882178,0.000006,0.431186,72.000000,
0.886560,0.885341,0.885951,0.557172,0.885341,0.000003,0.318397,81.000000,
0.887643,0.886364,0.887003,0.543633,0.886364,0.000001,0.276665,90.000000,
0.887654,0.886446,0.887050,0.551083,0.886446,0.000000,0.335270,96.000000,
