val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.500000,0.661123,0.500000,0.000020,0.738506,1.000000,
0.471014,1.668463,0.500000,0.000018,0.736807,2.000000,
0.471014,1.778216,0.500000,0.000016,1.152864,3.000000,
0.471014,1.602097,0.500000,0.000015,0.839140,4.000000,
0.471014,1.208155,0.500000,0.000013,0.725672,5.000000,
0.434783,0.851912,0.500000,0.000011,0.735050,6.000000,
0.514493,0.680914,0.514493,0.000009,0.617184,7.000000,
0.536232,0.667284,0.536232,0.000007,0.473412,8.000000,
0.550725,0.679539,0.550725,0.000005,0.453690,9.000000,
0.550725,0.681039,0.550725,0.000004,0.755627,10.000000,
0.536232,0.677186,0.550725,0.000002,0.798310,11.000000,
0.536232,0.674549,0.550725,0.000000,0.995895,12.000000,
