val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.271350,0.678548,0.271350,0.000020,0.620253,9.000000,
0.000000,0.776510,0.271350,0.000018,0.746004,18.000000,
0.000000,0.661284,0.271350,0.000016,0.634950,27.000000,
0.000000,0.687138,0.271350,0.000014,0.640278,36.000000,
0.000000,0.666103,0.271350,0.000012,0.647689,45.000000,
0.000000,0.669852,0.271350,0.000010,0.644516,54.000000,
0.000000,0.680471,0.271350,0.000008,0.621576,63.000000,
0.000000,0.679023,0.271350,0.000006,0.615061,72.000000,
0.000000,0.663624,0.271350,0.000003,0.613137,81.000000,
0.000000,0.665377,0.271350,0.000001,0.641345,90.000000,
0.000000,0.666279,0.271350,0.000000,0.604141,96.000000,
