val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.983026,0.471014,0.000020,0.819031,9.000000,
0.507246,0.718428,0.507246,0.000018,0.765670,18.000000,
0.528986,0.647100,0.528986,0.000016,0.716825,27.000000,
0.507246,0.682427,0.528986,0.000014,0.692930,36.000000,
0.557971,0.686642,0.557971,0.000012,0.701729,45.000000,
0.615942,0.641007,0.615942,0.000010,0.692729,54.000000,
0.528986,0.720406,0.615942,0.000008,0.649409,63.000000,
0.572464,0.677276,0.615942,0.000006,0.631723,72.000000,
0.623188,0.595911,0.623188,0.000003,0.596908,81.000000,
0.586957,0.624073,0.623188,0.000001,0.600161,90.000000,
0.565217,0.627317,0.623188,0.000000,0.538820,96.000000,
