val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.645407,0.528986,0.000020,0.753546,9.000000,
0.528986,0.658377,0.528986,0.000018,0.691759,18.000000,
0.528986,0.668050,0.528986,0.000016,0.714541,27.000000,
0.471014,0.770294,0.528986,0.000014,0.719581,36.000000,
0.536232,0.693461,0.536232,0.000012,0.718920,45.000000,
0.536232,0.677434,0.536232,0.000010,0.700431,54.000000,
0.528986,0.696223,0.536232,0.000008,0.700667,63.000000,
0.485507,0.714996,0.536232,0.000006,0.681870,72.000000,
0.623188,0.681896,0.623188,0.000003,0.667501,81.000000,
0.608696,0.671311,0.623188,0.000001,0.670528,90.000000,
0.608696,0.672654,0.623188,0.000000,0.635654,96.000000,
