val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.653815,0.528986,0.000020,0.807804,1.000000,
0.471014,1.414699,0.528986,0.000018,0.811612,2.000000,
0.471014,1.567710,0.528986,0.000016,1.107133,3.000000,
0.471014,2.026737,0.528986,0.000015,0.098461,4.000000,
0.471014,1.998232,0.528986,0.000013,1.662090,5.000000,
0.471014,1.742009,0.528986,0.000011,1.176514,6.000000,
0.471014,1.412063,0.528986,0.000009,1.005519,7.000000,
0.471014,1.119272,0.528986,0.000007,1.324839,8.000000,
0.478261,0.894210,0.528986,0.000005,0.729398,9.000000,
0.500000,0.752419,0.528986,0.000004,0.646104,10.000000,
0.594203,0.680381,0.594203,0.000002,0.618458,11.000000,
0.586957,0.660449,0.594203,0.000000,0.462188,12.000000,
