val_mcc,val_loss,best_val_mcc,learning_rate,loss,step,
0.134495,0.655096,0.134495,0.000020,0.678337,9.000000,
0.348218,0.614392,0.348218,0.000018,0.517539,18.000000,
0.356265,0.675469,0.356265,0.000016,0.535853,27.000000,
0.394239,0.588407,0.394239,0.000014,0.414857,36.000000,
0.431553,0.597705,0.431553,0.000012,0.333023,45.000000,
0.407169,0.709276,0.431553,0.000010,0.305640,54.000000,
0.441582,0.565214,0.441582,0.000008,0.329534,63.000000,
0.397192,0.815381,0.441582,0.000006,0.184972,72.000000,
0.450826,0.599770,0.450826,0.000003,0.193474,81.000000,
0.452366,0.746054,0.452366,0.000001,0.127605,90.000000,
0.429686,0.797374,0.452366,0.000000,0.144972,96.000000,
