val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,0.744629,0.471014,0.000020,0.727537,9.000000,
0.557971,0.651808,0.557971,0.000018,0.699811,18.000000,
0.594203,0.605706,0.594203,0.000016,0.663984,27.000000,
0.601449,0.638738,0.601449,0.000014,0.671734,36.000000,
0.637681,0.571648,0.637681,0.000012,0.611882,45.000000,
0.608696,0.610592,0.637681,0.000010,0.637862,54.000000,
0.608696,0.567363,0.637681,0.000008,0.623004,63.000000,
0.615942,0.566973,0.637681,0.000006,0.535888,72.000000,
0.615942,0.566423,0.637681,0.000003,0.511171,81.000000,
0.601449,0.571044,0.637681,0.000001,0.497924,90.000000,
0.608696,0.572062,0.637681,0.000000,0.502780,96.000000,
