val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.473473,0.474307,0.473890,2.679034,0.474307,0.000020,3.431760,9.000000,
0.659315,0.804237,0.731776,1.736461,0.804237,0.000018,2.791539,18.000000,
0.770800,0.829348,0.800074,0.934542,0.829348,0.000016,1.772556,27.000000,
0.815234,0.821390,0.818312,1.255587,0.829348,0.000014,0.992749,36.000000,
0.837981,0.839335,0.838658,0.754419,0.839335,0.000012,0.725364,45.000000,
0.841813,0.842297,0.842055,0.824974,0.842297,0.000010,0.670741,54.000000,
0.851194,0.849472,0.850333,0.639622,0.849472,0.000008,0.762025,63.000000,
0.854429,0.852670,0.853550,0.662380,0.852670,0.000006,0.431584,72.000000,
0.856752,0.856160,0.856456,0.789610,0.856160,0.000003,0.462836,81.000000,
0.856407,0.854814,0.855610,0.679539,0.856160,0.000001,0.500984,90.000000,
0.857070,0.855370,0.856220,0.680111,0.856160,0.000000,0.358311,96.000000,
