val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000020,9.750096,1.000000,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000018,7.913199,2.000000,
0.096227,0.100561,0.098394,6.512106,0.100561,0.000016,9.446945,3.000000,
0.365117,0.342803,0.353960,2.170208,0.342803,0.000015,10.751571,4.000000,
0.486903,0.440997,0.463950,2.508979,0.440997,0.000013,2.699799,5.000000,
0.650317,0.657771,0.654044,3.303941,0.657771,0.000011,2.640326,6.000000,
0.748190,0.765861,0.757025,3.224066,0.765861,0.000009,2.131773,7.000000,
0.776092,0.781934,0.779013,2.898436,0.781934,0.000007,3.316998,8.000000,
0.781071,0.779459,0.780265,2.445662,0.781934,0.000005,1.509731,9.000000,
0.776656,0.772092,0.774374,2.073277,0.781934,0.000004,2.146264,10.000000,
0.768297,0.763317,0.765807,1.819255,0.781934,0.000002,1.181617,11.000000,
0.765185,0.760393,0.762789,1.708943,0.781934,0.000000,0.346308,12.000000,
