val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.644131,0.528986,0.000020,0.781662,1.000000,
0.528986,0.647759,0.528986,0.000018,0.765743,2.000000,
0.528986,0.677549,0.528986,0.000016,0.769935,3.000000,
0.471014,0.858510,0.528986,0.000015,0.812558,4.000000,
0.471014,0.809173,0.528986,0.000013,0.725327,5.000000,
0.471014,0.773505,0.528986,0.000011,0.700062,6.000000,
0.471014,0.755616,0.528986,0.000009,0.706699,7.000000,
0.471014,0.772851,0.528986,0.000007,0.612294,8.000000,
0.471014,0.775948,0.528986,0.000005,0.727501,9.000000,
0.471014,0.775948,0.528986,0.000004,0.609666,10.000000,
0.471014,0.795563,0.528986,0.000002,0.700706,11.000000,
0.471014,0.810200,0.528986,0.000000,0.856676,12.000000,
