val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.644131,0.528986,0.000020,0.788740,1.000000,
0.528986,0.647359,0.528986,0.000018,0.829860,2.000000,
0.536232,0.688378,0.536232,0.000016,0.719470,3.000000,
0.471014,0.764112,0.536232,0.000015,0.777993,4.000000,
0.471014,0.701261,0.536232,0.000013,0.718377,5.000000,
0.471014,0.710468,0.536232,0.000011,0.662300,6.000000,
0.471014,0.736877,0.536232,0.000009,0.719081,7.000000,
0.471014,0.742689,0.536232,0.000007,0.682060,8.000000,
0.471014,0.752343,0.536232,0.000005,0.678552,9.000000,
0.471014,0.758158,0.536232,0.000004,0.679480,10.000000,
0.471014,0.756347,0.536232,0.000002,0.685146,11.000000,
0.471014,0.750105,0.536232,0.000000,0.760541,12.000000,
