val_pearson,val_spearmanr,val_corr,val_loss,best_val_spearmanr,learning_rate,loss,step,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000020,13.285475,1.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000018,13.068998,2.000000,
-0.020440,0.004308,-0.008066,10.349553,0.004308,0.000016,13.821886,3.000000,
0.477528,0.471018,0.474273,3.635501,0.471018,0.000015,9.483694,4.000000,
0.598926,0.587931,0.593429,1.670850,0.587931,0.000013,5.632456,5.000000,
0.674198,0.675834,0.675016,2.454395,0.675834,0.000011,2.202127,6.000000,
0.745475,0.767714,0.756594,3.097564,0.767714,0.000009,2.127852,7.000000,
0.783892,0.805273,0.794582,3.175498,0.805273,0.000007,1.117989,8.000000,
0.802494,0.812853,0.807674,2.850660,0.812853,0.000005,1.643185,9.000000,
0.806359,0.809757,0.808058,2.445864,0.812853,0.000004,2.180269,10.000000,
0.804069,0.803393,0.803731,2.143008,0.812853,0.000002,1.698609,11.000000,
0.801562,0.799552,0.800557,2.000124,0.812853,0.000000,1.099911,12.000000,
