val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.471014,1.120581,0.471014,0.000020,0.916485,1.000000,
0.471014,1.083601,0.471014,0.000018,0.903172,2.000000,
0.471014,1.032821,0.471014,0.000016,0.851171,3.000000,
0.471014,1.033009,0.471014,0.000015,0.346657,4.000000,
0.471014,1.023150,0.471014,0.000013,0.910243,5.000000,
0.471014,1.011319,0.471014,0.000011,0.756217,6.000000,
0.471014,0.997065,0.471014,0.000009,0.705288,7.000000,
0.471014,0.984222,0.471014,0.000007,1.094688,8.000000,
0.471014,0.971316,0.471014,0.000005,0.789481,9.000000,
0.471014,0.960880,0.471014,0.000004,0.870874,10.000000,
0.471014,0.953212,0.471014,0.000002,0.819107,11.000000,
0.471014,0.949697,0.471014,0.000000,0.547807,12.000000,
