val_acc,val_loss,best_val_acc,learning_rate,loss,step,
0.528986,0.644131,0.528986,0.000020,0.766763,1.000000,
0.528986,0.644431,0.528986,0.000018,0.761550,2.000000,
0.528986,0.645149,0.528986,0.000016,0.769501,3.000000,
0.528986,0.645926,0.528986,0.000015,0.773198,4.000000,
0.528986,0.646976,0.528986,0.000013,0.726725,5.000000,
0.528986,0.648088,0.528986,0.000011,0.726149,6.000000,
0.528986,0.649269,0.528986,0.000009,0.738100,7.000000,
0.528986,0.650553,0.528986,0.000007,1.002758,8.000000,
0.528986,0.651840,0.528986,0.000005,0.704363,9.000000,
0.528986,0.653069,0.528986,0.000004,0.705960,10.000000,
0.528986,0.654060,0.528986,0.000002,0.718071,11.000000,
0.528986,0.654375,0.528986,0.000000,0.691571,12.000000,
